"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.337408415666095,0.0410644431659018,0.111189154577045,0.0381580755341289,0.0369399784394468,0.0990546999710148,0.0766931092602676,0.0784772290208628,0.0563639874765489,0.104713648092349
"2",0.337398432504867,0.0410603751503058,0.111197701891915,0.0381626963857031,0.0369391672620483,0.0990527204693316,0.0766959442450226,0.078515122452957,0.0563551543328119,0.10474511650458
"3",0.337402938332946,0.0410578359538584,0.111205055038227,0.0381606009617423,0.0369403875382405,0.0990490342452575,0.0766957485477712,0.0785115423017686,0.0563586549407518,0.104746812581553
"4",0.337394818851356,0.0410599566251492,0.111205328984928,0.0381552449294168,0.0369486688187198,0.0990512114171514,0.0767052285237779,0.0785093962174903,0.0563747438459328,0.104752530320167
"5",0.337349817612193,0.0410703243805675,0.111175116232752,0.0381738464319151,0.0369483835764403,0.099104697405855,0.0766741636250041,0.0784486299966748,0.0563743846625497,0.104735105688243
"6",0.337405836056553,0.0410579394929133,0.111199663566742,0.0381592359681373,0.0369363075888751,0.0990492741102994,0.0766938013926392,0.0785239255148126,0.0563581155722836,0.10475145011851
"7",0.337352813162603,0.0410705844615421,0.111177311739021,0.0381620365776201,0.0369379976129716,0.0990902873102329,0.0766876433883474,0.0784799301048573,0.0563839279788159,0.104743562380863
"8",0.337431300294906,0.0410683191618583,0.111197397090094,0.0381571843610323,0.0369383236048403,0.0990533666073495,0.0766957340496482,0.078477065144922,0.0563613868403926,0.104716739345143
"9",0.337343202609558,0.0410698642626302,0.111182242146701,0.0381632093585782,0.036935839639705,0.0990862102234758,0.0766853600891863,0.0784806898554037,0.0563837367527809,0.104739374483899
"10",0.337421519972767,0.0410593413647172,0.111204462516972,0.0381556814711662,0.0369443171142425,0.0990539309708275,0.0767012589707524,0.0785210554287683,0.0563670163315978,0.104747882704803
"11",0.33740663334755,0.0410584755642029,0.111205963289032,0.0381575078535503,0.0369466454094219,0.0990490794890445,0.0766993470509771,0.0785144291747644,0.0563677780445102,0.104743208872592
"12",0.337365486424069,0.0410742082115025,0.111177328949989,0.0381742830969617,0.0369482595582426,0.099116409034823,0.0766653010542198,0.078443176940198,0.0563769891821663,0.104745429504804
"13",0.337409508985192,0.0410629682183494,0.11117971792931,0.0381727750079144,0.0369493833085176,0.0991095208291806,0.0766628322141068,0.0784433769539378,0.0563842158657141,0.104770393415725
"14",0.337395631289115,0.0410721689913866,0.111182705794957,0.0381771626654695,0.0369495930030709,0.0990950049746298,0.0766780703336837,0.0784439530737793,0.0563844340245083,0.104766939373232
"15",0.33739696853279,0.0410586455182641,0.111195998983668,0.0381613753430941,0.0369383654220243,0.0990559492283084,0.0767017288484814,0.0785119145540127,0.0563556482758823,0.104750926929841
"16",0.337421797865644,0.0410714738556246,0.111200288509016,0.0381559720944814,0.0369404887863683,0.0990536247168071,0.0766895257239042,0.0784866159878203,0.0563696124114864,0.104710751100135
"17",0.337403650260369,0.0410686871980951,0.111165810484576,0.0381662353252499,0.0369467574255303,0.0991031094963207,0.0766657199511438,0.0784484640874532,0.0563842116520933,0.104760089894274
"18",0.337362150650141,0.0410691467020246,0.111179568649439,0.0381688113186754,0.0369361182966373,0.0990963354726479,0.0766808852503461,0.0784770372171003,0.0563774143415212,0.104725956477815
"19",0.337392936166087,0.0410692181418758,0.111199284716807,0.0381549478194556,0.0369383312407299,0.0990507141679768,0.0766956526247766,0.0784818129419019,0.0563750077217535,0.104720788756379
"20",0.337387582559642,0.0410588713202095,0.111203410843199,0.0381557866821823,0.0369489860120109,0.0990502929966664,0.0767081702280386,0.0785055399888702,0.0563794895024301,0.104756206571888
"21",0.337381556898646,0.0410663688181618,0.111178214619909,0.0381731860788302,0.0369496059019962,0.0991014950534676,0.0766670084661041,0.0784428713107513,0.056379517033954,0.104750242575267
"22",0.33740594542761,0.0410674093604969,0.111169719424673,0.0381654641633533,0.0369481056690161,0.0991030661280587,0.0766686387680496,0.0784483138356061,0.0563865951006965,0.104763474404103
"23",0.337383711370726,0.0410577834612641,0.111208701452637,0.038152573824967,0.036946933133488,0.0990428472678131,0.0767040196855678,0.0785002946940879,0.0563773906343136,0.104736833677825
