"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0701397056833349,0.00475642487880685,0.00563850911495154,0.00135513232161754,0.00558347684310079,0.500602526068285,0.31936607711928,0.177204961213544,0.17232238598809,0.257428868757695
"2",0.0701384916054117,0.00475639669685389,0.00563984867081731,0.00135514274252759,0.00558493358731042,0.50048877953764,0.319353481583998,0.177173436483769,0.172340538138821,0.257487650325086
"3",0.0701420304417235,0.00475639075189306,0.0056400957288346,0.00135511551380937,0.00558437888247899,0.500493687846031,0.319350128908162,0.177165444657706,0.172341681049912,0.25748444393963
"4",0.0701342154190696,0.00475694335119068,0.00563907358775822,0.00135511335117696,0.00558455000429889,0.500569329365372,0.319366008136026,0.177181765672403,0.172336981553183,0.257433226839014
"5",0.0701360387988085,0.00475600875993101,0.00564010020327137,0.00135487181035943,0.00558565570904782,0.50051255528388,0.319281831515291,0.177245224868856,0.172335264001378,0.257519871023406
"6",0.0701337588326145,0.00475581481193293,0.00564027351537469,0.00135516525554053,0.00558402912155008,0.500480488673736,0.319336060422498,0.177173874940845,0.17234380375676,0.257491282016433
"7",0.0701305573552592,0.00475525589064107,0.00563876600415486,0.00135492151304968,0.00558335960373543,0.500541261469913,0.319335785206853,0.177224331732798,0.172336900103852,0.257450833141064
"8",0.0701368011957887,0.00475618172463781,0.00563839607964413,0.00135511820776052,0.00558334506349605,0.500609599961786,0.319395106767849,0.17719310705128,0.172321530395252,0.257429218334733
"9",0.0701361217737879,0.00475541537682998,0.00563866628110839,0.0013550087079617,0.00558355098269799,0.500540676375746,0.31933676014055,0.177218291002071,0.172344092301664,0.257459077256538
"10",0.0701375872131497,0.0047565181349672,0.00563922275654492,0.00135508899055064,0.00558426747161315,0.50052416382101,0.319351222124503,0.177164656530498,0.172331535239051,0.25747761595204
"11",0.070139901541688,0.00475657567799237,0.0056393740722964,0.00135512460578229,0.00558461468066106,0.500567960264887,0.319369039559892,0.177179070393892,0.17232621802764,0.257461112011463
"12",0.0701373863881539,0.00475587447873508,0.00564074152503166,0.00135461194595704,0.00558461168646312,0.500519964115689,0.319263250806547,0.177258689548603,0.172335156074062,0.257531958675357
"13",0.0701392593545878,0.00475532599937871,0.00563962859927294,0.001354815313856,0.00558569484184472,0.500490682926081,0.319238154523385,0.177253643522242,0.172316684885353,0.257548551336593
