"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3.21549957355914e-07,9.31147259610007e-07,2.7160051238215e-06,1.59681925659396e-05,0.00372272044685116,4.15271916391874e-05,0.000590938240404597,0.000677713730035439,0.000765422754781994,0.000680258900668085
"2",3.2146891750752e-07,9.30930767918243e-07,2.71543462255233e-06,1.5966734118234e-05,0.00372254106812576,4.15291270685888e-05,0.000590826908217712,0.000677954634566449,0.000765256863508943,0.000680214372382432
"3",3.21471628993041e-07,9.30889873957515e-07,2.71549808205727e-06,1.59675657468082e-05,0.00372252342700805,4.15301663427912e-05,0.000590832893094068,0.000677960950247725,0.000765258191319662,0.000680185108323976
"4",3.21534950982264e-07,9.31023151307451e-07,2.71585623580723e-06,1.59702010143982e-05,0.00372281095566416,4.15353834799651e-05,0.000590804075407344,0.000677884744353376,0.000765323887213547,0.000680296805672106
"5",3.21458371761528e-07,9.31156029208908e-07,2.7156567146065e-06,1.59791773362171e-05,0.00372290939646979,4.15628630493573e-05,0.000590941132116174,0.000677680537658928,0.000765668755912558,0.000680456041847589
"6",3.21508743598902e-07,9.31044148358794e-07,2.71499285565907e-06,1.5966158803599e-05,0.00372257556858394,4.15409994551216e-05,0.000590752799504505,0.000678077563251304,0.000765336234220771,0.000680171116089801
"7",3.21555087967397e-07,9.30920925323325e-07,2.71553015321166e-06,1.59707854547678e-05,0.00372276143447737,4.1539288950498e-05,0.000590911742611289,0.000677685570882218,0.000765411855364221,0.000680338226118174
"8",3.21530726200593e-07,9.31060673215643e-07,2.71616225444144e-06,1.59688948765486e-05,0.00372280755276497,4.15300121216745e-05,0.000590966629715826,0.000677687550667446,0.000765359821486901,0.000680259291076095
"9",3.21583683060639e-07,9.30948404415689e-07,2.71554237072252e-06,1.59704671549479e-05,0.00372275040281902,4.15379816205638e-05,0.000590876945076673,0.000677744079785832,0.000765459252774295,0.000680353261079327
"10",3.21480482414133e-07,9.30822063904823e-07,2.71563463141918e-06,1.59693630639941e-05,0.00372284646780434,4.15362817536798e-05,0.000590790411922686,0.000677966090469043,0.00076538751518898,0.000680273312929633
"11",3.21528285749881e-07,9.30853334790063e-07,2.71558646685547e-06,1.59714963289185e-05,0.0037227702128915,4.15402071579074e-05,0.000590748281907718,0.000677933358125156,0.000765344183467924,0.000680283962548812
"12",3.21420474251019e-07,9.31161481798455e-07,2.7159950467413e-06,1.59815725060822e-05,0.0037238001321339,4.15584559334547e-05,0.000590971675386385,0.000677695305867347,0.000765680033642013,0.000680393650055891
