"","V1","V2","V3","V4","V5"
"1",0.16456473749333,0.209354468214713,0.345697385529995,0.684823768450257,0.853442735896198
"2",0.164564446183616,0.209354162985595,0.345698271114394,0.684823466569349,0.853442174747923
"3",0.164564070755309,0.209352845997375,0.345697988214737,0.684823664406899,0.853442841382578
"4",0.164564897734663,0.209351933733421,0.345698120396738,0.684824161265554,0.853442657362636
"5",0.164564709087579,0.209354598211168,0.345697521487226,0.684823657936689,0.853442876155428
"6",0.164564679722365,0.209351992649165,0.345698207926971,0.684824647764073,0.853442825276388
"7",0.164564728382854,0.209354510343741,0.345697435556608,0.684823345972112,0.85344300772049
"8",0.164564671761961,0.209351908305164,0.345698109930759,0.684824952452528,0.853443044299306
"9",0.164564496497524,0.209354312851153,0.345697349016271,0.684823773780143,0.853442756317852
"10",0.164564743127037,0.209352416714698,0.345698029046624,0.684824220907743,0.853442530030718
"11",0.164564644534927,0.209352398539832,0.345697785787696,0.684824250396028,0.853442454259742
"12",0.164564261815441,0.209353374386271,0.345698455474579,0.684823532355003,0.853442474125156
"13",0.164564163566636,0.209352604096535,0.345697999760631,0.684823974485255,0.853442767390715
"14",0.164564690092521,0.209352330510124,0.345697892699452,0.684824225208656,0.853442429331624
"15",0.164564540759488,0.209352212183111,0.345697918889724,0.684824670040339,0.853442937314019
"16",0.164564406410628,0.20935242830676,0.345697773013833,0.684823960325568,0.853442696364026
"17",0.164564562955098,0.209354331183587,0.345697430821068,0.684823739739276,0.853442716011172
"18",0.164564377891161,0.209353643363378,0.345698269797197,0.684823406786585,0.853442538775979
"19",0.164564791553198,0.209351959601487,0.345697966856374,0.684824960432206,0.853443144114369
"20",0.164564690835339,0.209352202901699,0.345698307470741,0.684823968382579,0.85344269255134
"21",0.164564184318067,0.209352823318074,0.345698013191505,0.68482333295308,0.853442748982847
"22",0.16456424008645,0.209352521741133,0.345697871287841,0.684824049286734,0.853442714073484
"23",0.16456408747286,0.209352501361329,0.345698069963372,0.684824247740614,0.853442620490906
"24",0.164564151090654,0.209353106874517,0.345697653461923,0.684823630321167,0.853442518581959
"25",0.164564668403974,0.209352302943689,0.345698171208367,0.68482404637454,0.853442617102058
"26",0.164564938770588,0.209351976715299,0.345698024323995,0.684824291882874,0.853442649038855
"27",0.164564705774455,0.209352388340853,0.345697894424023,0.68482414962661,0.853442485784789
"28",0.164564280159191,0.20935311864167,0.345698472801307,0.684823570482096,0.853442477137299
"29",0.164564575447863,0.209354222349122,0.345697852130589,0.684823591120852,0.853442472405888
"30",0.164564619050745,0.209354425994836,0.345697335607906,0.684823595642018,0.853443001455617
"31",0.164564545493387,0.209354036793364,0.345698451473597,0.684823328545791,0.853442452651322
"32",0.164564590085673,0.209354210975705,0.345697806514542,0.684823573489853,0.853442476073356
"33",0.16456493611262,0.209351950635845,0.345697985456009,0.684824274237624,0.853442637670238
"34",0.164564414983052,0.209352382683334,0.345697556324633,0.684823896407943,0.853442579824991
"35",0.164564734555293,0.209352441323446,0.345697944915464,0.68482419188817,0.853442578329836
"36",0.164564545365235,0.209352094563217,0.345697987194368,0.68482476143467,0.853442923439083
"37",0.164564578282325,0.209354314934542,0.345697543591623,0.684823850626682,0.853442475172419
"38",0.164564515619147,0.209354294848392,0.345697339595565,0.684823792003137,0.853442758391823
"39",0.164564289944761,0.209353514033023,0.345698374533671,0.684823443634088,0.853442466288841
"40",0.164564779820759,0.209351891701057,0.345697947444643,0.684824990111046,0.853443139975043
"41",0.164564478998103,0.209353960087216,0.345698236880066,0.684823356266793,0.853442407395259
"42",0.164564782165631,0.209351862843455,0.345698231099284,0.684824923927564,0.853443156566109
"43",0.164564406333886,0.209354225710841,0.345698213486135,0.68482324316342,0.853442278979011
"44",0.164564791554507,0.209354479936578,0.345697380945172,0.684823652046961,0.853442992999287
"45",0.164564056973022,0.209352575504232,0.345697886988759,0.684824253640429,0.853442765251399
"46",0.164564937116892,0.209351972618165,0.345698246239738,0.684824481163839,0.853442726034698
"47",0.164564043090344,0.209352724960341,0.345697813408406,0.684823882629744,0.853442860477109
"48",0.164564680985685,0.209352331527638,0.345697663645382,0.684823923250423,0.853442584792658
"49",0.164564273938988,0.209353122826077,0.345698467136963,0.684823564701241,0.853442480844479
"50",0.164564774736708,0.209354461824854,0.345697513824064,0.684823631751593,0.853442924137841
"51",0.164564314771799,0.209352391287351,0.345697833961912,0.684823832142074,0.853442638325224
"52",0.164564052213166,0.209352904329639,0.345698016530999,0.68482362852769,0.853442804711477
"53",0.164564165985672,0.209353030395913,0.345697973326499,0.684823567180202,0.853442737397759
"54",0.164564713230062,0.209352307045311,0.345697850590383,0.684824240402302,0.8534424472502
"55",0.164564684347991,0.209354321914412,0.345697417892209,0.684823672993367,0.853442627870041
"56",0.16456457729624,0.20935432990494,0.345697470432413,0.684823703155873,0.853442804888479
"57",0.164564559437352,0.209352383586874,0.34569790487331,0.684824173637187,0.853442639865541
"58",0.164564036387355,0.209352805036506,0.345697978087707,0.684823600851373,0.8534428815481
"59",0.164564270107805,0.209353116184442,0.34569798120891,0.684823600793995,0.853442500978152
"60",0.1645640257044,0.209352781998394,0.345698027611438,0.684823598071205,0.853442888489875
"61",0.164564389770915,0.20935240006527,0.345697711279566,0.684823948511304,0.85344260851289
"62",0.164564941632823,0.209352013690073,0.34569802087679,0.684824343123695,0.853442691574179
"63",0.164564061243727,0.209352839476742,0.345698022781697,0.684823684179469,0.853442832847117
"64",0.164564362266584,0.20935244998489,0.34569782109201,0.684823975990277,0.853442686118985
"65",0.164564733457772,0.209352372825728,0.345698233270398,0.684824113208441,0.853442662530684
"66",0.164564692991895,0.209354616414465,0.345697493050594,0.684823677200584,0.853442830050149
"67",0.164564381925279,0.209354307618486,0.345698048313359,0.684823312249239,0.853442205337499
"68",0.164564583743867,0.209352129449841,0.345698034662174,0.684824754092881,0.853442911222334
"69",0.164564349368514,0.209352449446917,0.345697838682773,0.684824000663732,0.853442688889897
"70",0.164564865846027,0.209351938590931,0.34569827172563,0.684824321847483,0.8534425815814
"71",0.164564611295749,0.209352507092523,0.345697918253977,0.684824204297334,0.8534426639544
"72",0.164564665023384,0.209351862554279,0.345698150100578,0.684824938023886,0.853443086766288
"73",0.164564622798807,0.209352320321521,0.345697625567534,0.684823858491564,0.85344264237538
"74",0.164564585512398,0.20935433634416,0.345697499751442,0.684823816722653,0.853442467544267
"75",0.164564040561883,0.209352915264791,0.345698035106348,0.684823548278025,0.853442798889316
"76",0.164564272603257,0.209353125040844,0.345698468251324,0.684823566269541,0.853442483215204
"77",0.164564211562669,0.209353008997031,0.345697887036022,0.684823374882875,0.853442789408895
"78",0.16456454790928,0.209352326206962,0.345697797298695,0.684823607437836,0.853442629033833
"79",0.164564756886713,0.209354577986256,0.345697390523307,0.684823450873085,0.85344287715591
"80",0.164564193138334,0.209353052822109,0.345697853763823,0.684823558755547,0.853442602500363
"81",0.164564734789697,0.20935239516014,0.345697880299656,0.684824001212884,0.853442531327324
"82",0.16456488588866,0.209351800576337,0.345698188062323,0.684824374341967,0.853442631260059
"83",0.164564510597332,0.209352382465815,0.345697806061783,0.684823543534601,0.853442671854152
"84",0.164564035282688,0.209352455327304,0.345698125288762,0.684824260514858,0.853442647106599
"85",0.164564153387678,0.209353112818301,0.345697659889065,0.684823638772077,0.853442518930114
"86",0.164564912568073,0.209351891628023,0.345698044389753,0.684824208246571,0.853442610871876
"87",0.164564718962849,0.209354613860745,0.345697522768373,0.684823661046378,0.853442882237048
"88",0.16456470649291,0.209354317698102,0.345697426001897,0.684823634054075,0.853442635455342
"89",0.164564474333038,0.209353711801176,0.345698444000766,0.684823321926554,0.853442528728488
"90",0.164564664710112,0.209352033726914,0.34569801591362,0.684824588973606,0.8534429621866
"91",0.164564653489893,0.20935239463489,0.345697788227577,0.684823956537727,0.853442611026583
"92",0.164564861337932,0.209352049600121,0.345698267748429,0.684824111708253,0.853442609935531
"93",0.164564693442049,0.209354505521068,0.345697501903609,0.684823348312572,0.853442996337539
"94",0.164564675304441,0.209352362216401,0.345697981382366,0.684823968118971,0.853442515195599
"95",0.164564036897432,0.209352556616422,0.345697863528728,0.684824351310072,0.853442748010689
"96",0.164564877749122,0.209351916218755,0.345698117284271,0.684824175924433,0.853442667374037
"97",0.164564510827368,0.209354294439427,0.345697358063803,0.684823784165247,0.853442754454264
"98",0.164564248565749,0.209352990825195,0.345697920297458,0.68482333121864,0.853442745027609
"99",0.164564484690526,0.209353992201033,0.345698286931408,0.684823386547838,0.853442392115669
"100",0.164564255987845,0.209352475783159,0.345697934089177,0.684824122951529,0.853442755396638
