"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0.0165550408243333,0.624696815154594,0.556129581707555,0.747356733466568,0.492858945642669,0.511079686823604,0.55366477696689,0.529351707468239,0.851754873648088,0.689455639670531,0.20858095230117,0.301261424402008,0.42215975224004,0.520347689475877,0.752229283655073,0.727655735503447,0.830998850037071,0.830012431039069,0.276860041887958,0.424593127460559,0.154208497809744,0.397695106317972,0.793507590773007,0.686799383139029,0.229363700971017
"2",0.0165553040999424,0.624699793514256,0.556130120583621,0.747359116939331,0.492857244036317,0.511082084629315,0.553664988137899,0.529352316385014,0.851754105513596,0.689454914324942,0.208580933343898,0.301262344470677,0.42215872109052,0.520351433530284,0.752228735923831,0.727652152024086,0.830999791133477,0.830014779155692,0.276858258230482,0.424593289925954,0.154207799940819,0.397694571384358,0.793507642500339,0.686802003717317,0.22936162512216
"3",0.0165551331881717,0.624699535229263,0.556128583646582,0.747355636833252,0.492853868508853,0.511077541643587,0.553660695845046,0.529347872966245,0.851755343958007,0.689453821122071,0.208581587544541,0.301260919899428,0.422162858154713,0.520349427445353,0.752226887452335,0.727655408328952,0.83099947753221,0.830012483193358,0.276860636808046,0.424591254923479,0.154208786463174,0.397697082003151,0.793508388982249,0.686800929108253,0.229366832612014
"4",0.0165548574872412,0.624673944863852,0.556132995157988,0.747363916174369,0.492862453785658,0.511069742914897,0.553664871469831,0.529340073979013,0.851762079857299,0.689463013858987,0.208585894463947,0.301255273316641,0.422153661309306,0.520344345615348,0.752238426149968,0.72765791960591,0.831007837696582,0.830006056773224,0.276858463956554,0.424607209742917,0.154207537141588,0.397705758459963,0.793511955594308,0.686797896869709,0.229370619562936
"5",0.0165549234150548,0.624689216189769,0.556131434975953,0.747357734326191,0.49286114414814,0.511064492076075,0.553664162340254,0.5293493282939,0.851758734631538,0.689459499884099,0.208584540024572,0.301259401307706,0.422163053273801,0.520352551569791,0.752238702584743,0.727654688890606,0.8310059065915,0.830010096707986,0.276857142204844,0.424607479331396,0.154210048684877,0.397703302831668,0.79351079340639,0.68679538367843,0.229363902731364
"6",0.0165552066156384,0.624695109094598,0.556137552467504,0.747359215984414,0.492851677830599,0.511070196723101,0.553664201758826,0.52934974250723,0.851755131209422,0.689450202364838,0.208582202397802,0.301263933420529,0.422163776663544,0.520355207810697,0.752218536225142,0.727656084992319,0.830996291932856,0.830012116311041,0.276859974620273,0.424593959536577,0.154206654053163,0.397691509626611,0.79350610474353,0.686805529642711,0.229368490280275
"7",0.0165548548938083,0.624700909867574,0.55613242815676,0.747359434642276,0.492856412615124,0.511077043276889,0.553665797113526,0.529355043504778,0.851756758300084,0.689459109850765,0.208583660565923,0.301256262903942,0.422163685228404,0.520352438092012,0.752232964166631,0.727651918639469,0.831002956589864,0.830012667412253,0.276861034137729,0.424595478870597,0.154208905834679,0.397698056110992,0.793507767324961,0.686798918041632,0.229362510146416
"8",0.0165550071513717,0.624701253406268,0.556132906523757,0.747358644920302,0.492857698840235,0.511080046649726,0.553667126805117,0.529351957295781,0.8517542107581,0.689454022666178,0.20858317408172,0.301258598649392,0.422161260239571,0.52034809443548,0.752229889788228,0.727652896887479,0.831000563232072,0.830014250874171,0.2768593898805,0.4245943719157,0.154206532338944,0.397696067660891,0.793508513182919,0.686798485684949,0.229358731442901
"9",0.0165548713624193,0.624702714793647,0.556133318610197,0.747358983956236,0.492858694167678,0.511083239453877,0.553668143592177,0.529352434335411,0.85175668766857,0.689454164206897,0.208582131602797,0.301254946919001,0.422163540776768,0.520348580970103,0.752233844159447,0.727650371757457,0.831000853425608,0.830014469927977,0.276860550219535,0.424593189942741,0.154208571012226,0.397697156642296,0.793508232325147,0.686797498844125,0.229361395173302
"10",0.0165552974472547,0.624699046980948,0.556129825694249,0.747358142341315,0.492855871061608,0.511082037940381,0.55366590506101,0.529351338726658,0.851753881840989,0.689454662451755,0.20858129349563,0.301261778622831,0.422158490565399,0.520352152281913,0.752229183622842,0.727652770935602,0.830999538361253,0.830014618967029,0.276858756063566,0.42459442676312,0.154207663356785,0.397695020439277,0.793507816792928,0.686801889511279,0.229361176176156
