"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0.401981362921005,0.500392065405991,0.879494495015612,0.65898189316502,0.548609720512947,0.164293740296803,0.209067405498081,0.346509942825382,0.681542971672741,0.852089689213193,0.463687833795706,0.527109135719513,0.176308235318225,0.48379494627036,0.564233999309718,0.267693595107232,0.167573020596041,0.264750210764205,0.468557148206594,0.637731592700254,0.802832685976585,0.167098496554332,0.86284029638991,0.476168965828861,0.218441367072359
"2",0.401981264796171,0.500390573843741,0.879493386623548,0.658980959368181,0.548607473131302,0.164293678716414,0.209069655494564,0.346510920598772,0.681543079979512,0.852088578763804,0.463690591223563,0.527107778266789,0.17630790272748,0.483793996613232,0.564236811522573,0.267692866164543,0.167573305083638,0.264751926642606,0.468557599119144,0.637729435855587,0.802833979832337,0.16709837624228,0.862841345166475,0.47616945553269,0.218441266876621
"3",0.401981262252282,0.500394937428082,0.879492143052355,0.658981300169694,0.548614901284422,0.164291728244194,0.209068902567567,0.346505978886535,0.681547523850053,0.85209008461364,0.463687155512482,0.527106808375332,0.17630867475939,0.483796836273167,0.564236334032379,0.26769132444088,0.167573943558668,0.264752049793601,0.468557640058276,0.637733969905105,0.802833542717495,0.167096910458957,0.862839670403076,0.476171800033404,0.218444373684397
"4",0.401987875641035,0.500397053153295,0.879499371761056,0.658976706716785,0.548602227735413,0.164297304166344,0.20906785724516,0.346509324517724,0.681549255901734,0.852093112477984,0.46369832400128,0.527119547573031,0.176309665523592,0.483801274684346,0.564235045655541,0.267699569189835,0.167567973984323,0.26476820958429,0.468555421016267,0.637733417730187,0.802837378931322,0.167094847186704,0.862846053550677,0.476162259579914,0.21845034941887
"5",0.401984952310014,0.5003976786506,0.879496828005075,0.658975878948217,0.548610210574875,0.164291909864712,0.209068741966739,0.34650820943623,0.681549864447428,0.852094136750946,0.463696373833286,0.52711229875631,0.176310807352176,0.483795109835018,0.564233908715339,0.267698299790229,0.167568626306017,0.264763708965792,0.468558729421267,0.637729944224251,0.802837426020279,0.167096234268,0.862845765022622,0.476172447124389,0.218450182280091
"6",0.401976561562968,0.500393743979032,0.879492044237419,0.658974884302836,0.548611979995237,0.164291765190154,0.209070157836464,0.346506368480511,0.681545943493343,0.852091103971502,0.463687646924245,0.527103120431391,0.176312257648236,0.48379461408313,0.564248169143263,0.267683645341176,0.167571048873905,0.264749159034346,0.468558603553158,0.637729220467786,0.802833815055576,0.167101764525409,0.862840342753486,0.476168410305075,0.218443168720403
"7",0.401976429712249,0.500388986728073,0.87949725366129,0.65897921570307,0.54861293794687,0.164293010288836,0.209072059272663,0.346508106136883,0.681545865284191,0.852093560090844,0.463689485926797,0.52711147490936,0.176307656062704,0.483795636971037,0.564238894183821,0.267694118697734,0.167576645512321,0.264760049233977,0.468563662233597,0.637724929500976,0.80283835222946,0.167098429943934,0.862841226483522,0.476170998248295,0.218442666749709
"8",0.401977390678659,0.500388180978294,0.879494283700149,0.658979518551801,0.548609039100496,0.164292819637934,0.209071622295926,0.346513997725187,0.681544862657699,0.852088227433061,0.4636936805753,0.527107469339536,0.176308145284692,0.483794702401516,0.564238027434528,0.267691068743853,0.167573208845308,0.264755251939554,0.468558908027922,0.63772695667394,0.802836621655281,0.167096897833168,0.862841831659284,0.476168500664882,0.218440726793115
"9",0.401978939415767,0.500389945531029,0.879494913115565,0.658980846473603,0.548611022452442,0.164293356935574,0.209073094975643,0.346510159335037,0.681545155282333,0.852089941457396,0.463691727750342,0.527110338577504,0.176308652458824,0.483795909907094,0.564237051789945,0.267693085252698,0.167574520848808,0.264759647088222,0.468560695142936,0.637727260856512,0.802838240701712,0.167097807233785,0.862841201648498,0.476169755015926,0.218441847891342
"10",0.401980903026504,0.500390280332677,0.879493436238937,0.65898081690767,0.548607844764255,0.164292927349316,0.209070319962901,0.346512362271107,0.681542649471758,0.852088593849218,0.463691364442853,0.527108726476934,0.17630749335921,0.483793663534816,0.564237052959792,0.26769359099054,0.167573110293754,0.264752466557723,0.46855814028867,0.637730173375922,0.802834047689511,0.16709822734947,0.862840706679003,0.476169694113308,0.218440799739533
