"","V1","V2","V3","V4","V5","V6"
"1",0.741734547145952,0.828531392310144,0.865437738714888,0.259334443006176,0.461539671768737,0.135490258113157
"2",0.741734976036798,0.828531415274605,0.865437608313813,0.259334025398213,0.461539777893393,0.135490319841908
"3",0.741734739191562,0.828531489068383,0.865437748617235,0.259334279222858,0.461539488181421,0.13549036877535
"4",0.741735005525551,0.828531427601913,0.865437622230588,0.259334198124212,0.461539474274312,0.135490334156513
"5",0.741734790964947,0.828531418217263,0.865437613218195,0.259334181873238,0.461539611359766,0.135490316768676
"6",0.741734788774542,0.828531413439873,0.865437602039322,0.259334187099343,0.46153963958626,0.135490322631482
"7",0.741734565884907,0.828531449346327,0.865437855595807,0.259334388384164,0.461539519879789,0.135490274643503
"8",0.741734988013313,0.828531469395037,0.865437633712733,0.259334295984006,0.461539527077736,0.135490386182861
"9",0.741734564304177,0.828531401290584,0.865437769090561,0.259334446349408,0.461539584149876,0.135490270065286
"10",0.741734476809496,0.828531400751899,0.865437746347568,0.25933444297688,0.461539705140176,0.135490260175122
"11",0.7417349180509,0.828531460079641,0.865437657027965,0.25933412834568,0.461539775858402,0.135490314809146
"12",0.741734793124548,0.828531496414759,0.86543773080523,0.259334307443092,0.461539493628054,0.135490380069892
"13",0.741734815877403,0.828531336682711,0.865437548049238,0.259334239947539,0.461539604572864,0.135490332072372
"14",0.741734453469639,0.828531382773128,0.865437774089587,0.259334422448175,0.461539730769594,0.135490265677178
"15",0.741734623971402,0.828531469772683,0.865437776847744,0.25933429938035,0.461539597124572,0.135490329310509
"16",0.741734776049696,0.828531384260773,0.865437586592298,0.259334246034749,0.461539710757189,0.13549034481466
"17",0.741734869385352,0.828531479210906,0.865437617329295,0.25933402801299,0.461539772354449,0.135490284408251
"18",0.741734975517696,0.82853147213475,0.865437609555243,0.259334045800127,0.461539737618548,0.135490294867596
"19",0.741734854604293,0.828531476841791,0.865437639075419,0.259334043988527,0.461539804025109,0.135490282723599
"20",0.741734953357307,0.828531389301059,0.865437605982082,0.259334215058101,0.461539471629548,0.135490319134569
"21",0.741734659172296,0.828531457012453,0.86543779274413,0.259334318460313,0.461539631667595,0.135490335841962
"22",0.741734959917604,0.828531458135733,0.865437652844026,0.25933410285641,0.461539717327561,0.13549030900485
"23",0.741734472952794,0.828531370288664,0.865437778013209,0.259334417683699,0.461539726329019,0.135490264792107
"24",0.741734970621453,0.828531445406772,0.865437666936179,0.259334063306473,0.461539817701697,0.135490304587396
"25",0.741734541831543,0.828531392751646,0.865437788029994,0.259334445763468,0.461539606825775,0.135490262867706
"26",0.741734669561109,0.828531464155596,0.8654377813974,0.25933432735133,0.461539676403298,0.135490312678841
"27",0.741734844133286,0.828531413797475,0.865437680216358,0.259334342980806,0.461539519673503,0.135490363185468
"28",0.741734955095791,0.828531436089891,0.865437603128508,0.259334016507584,0.46153973711863,0.135490310372199
"29",0.741734517560683,0.82853140711678,0.865437770380971,0.259334421524923,0.461539653598922,0.135490220849713
"30",0.741734984876852,0.828531470106216,0.86543760861761,0.259334329308516,0.461539567215429,0.135490392503908
"31",0.741734654422854,0.828531464895245,0.865437785714813,0.259334333725503,0.461539624967372,0.135490338036714
"32",0.741734947411799,0.828531386959958,0.865437593174566,0.25933424034819,0.461539526773381,0.135490313426277
"33",0.741734869643093,0.828531413053296,0.865437589479976,0.259334014741491,0.461539714463855,0.135490315724976
"34",0.741734766385276,0.828531513282294,0.865437707127,0.259334330576724,0.461539494019789,0.135490375630032
"35",0.741734814046079,0.828531384288125,0.865437584598267,0.259334265204971,0.461539591561729,0.135490339566508
"36",0.741734558369807,0.828531412722597,0.865437738700316,0.259334440485628,0.461539621027539,0.135490256025847
"37",0.741734900276878,0.828531384972156,0.865437636997603,0.25933417310269,0.461539680622077,0.135490329052188
"38",0.741734662869323,0.828531465820202,0.865437793213845,0.259334288180176,0.461539639134549,0.135490319883965
"39",0.741734454094227,0.828531351112733,0.865437768966905,0.259334433658209,0.461539722732555,0.1354902843389
"40",0.741734561496922,0.828531452651308,0.86543784987286,0.259334362967966,0.461539459173575,0.135490262328785
"41",0.741734584789743,0.828531424838291,0.865437853835236,0.259334439366763,0.461539504809426,0.135490271896992
"42",0.741735038404221,0.828531449141726,0.865437653763302,0.259334300490067,0.461539543969762,0.135490350273337
"43",0.74173493016311,0.828531381663114,0.865437616170727,0.259333998383511,0.461539769284496,0.135490315540443
"44",0.7417345549419,0.828531403248228,0.865437770851063,0.259334424989997,0.461539584825693,0.135490298248456
"45",0.741734880647738,0.82853136769599,0.86543760220274,0.259334264269316,0.461539575493082,0.135490345863952
"46",0.741734784345951,0.828531503475061,0.865437695343984,0.25933432809921,0.461539497971983,0.135490377591606
"47",0.741734638717488,0.828531473146621,0.865437782963689,0.259334302471499,0.461539581818143,0.13549032973234
"48",0.7417344033985,0.828531320952005,0.865437771472767,0.259334386324853,0.461539737709873,0.135490239746031
"49",0.741734745195822,0.828531452669501,0.86543774445976,0.259334270699804,0.461539496112282,0.135490343242262
"50",0.741734625160744,0.828531381695715,0.865437813534588,0.259334339482102,0.461539605568877,0.135490260350436
"51",0.741734887392998,0.828531464490419,0.86543763239872,0.259333917056892,0.461539731689879,0.1354902407195
"52",0.741734805485338,0.828531452998165,0.865437677004028,0.259334359997258,0.461539523890697,0.13549036065381
"53",0.74173448239843,0.828531418820841,0.865437756175422,0.259334444217919,0.461539728550973,0.135490247284587
"54",0.741734766306912,0.828531513742917,0.865437707291754,0.259334330581561,0.461539494434333,0.135490375878747
"55",0.741734851527211,0.828531403961354,0.865437632542395,0.259334195599652,0.461539670711563,0.135490319747359
"56",0.741734533284355,0.828531392589834,0.865437771728818,0.259334406658124,0.461539602098675,0.135490293410748
"57",0.741734956253142,0.828531448400911,0.865437633970382,0.259334040515204,0.461539717240689,0.135490302445093
"58",0.741734540822297,0.828531434849979,0.86543786340433,0.259334441880906,0.461539563904879,0.135490264386595
"59",0.741734566097641,0.8285313969764,0.865437768494506,0.259334447692978,0.461539578427573,0.135490269432364
"60",0.741734535908067,0.828531395216772,0.865437770082609,0.259334400103251,0.461539607429216,0.135490295978407
"61",0.741734920710272,0.828531449483455,0.8654376438271,0.25933401232162,0.461539738352362,0.135490248662426
"62",0.741734797275326,0.828531495736514,0.865437727530757,0.259334307216793,0.46153949934742,0.135490386080982
"63",0.741734656155278,0.828531459012357,0.865437796006458,0.259334309211659,0.461539633703562,0.135490341989898
"64",0.741734565200909,0.828531435459685,0.865437844915744,0.259334377532985,0.461539603626656,0.13549026688722
"65",0.741734865216309,0.8285314611276,0.865437582376526,0.259333899243601,0.461539706343969,0.135490237833394
"66",0.741734393819403,0.828531318263051,0.865437782866523,0.259334394241857,0.461539726220821,0.135490249862656
