"","V1","V2","V3","V4","V5","V6","V7"
"1",0.000202392749257,0.00184984057179021,0.0101991802050352,0.00172719182800197,0.00426108202324666,0.00172118028147985,0.00285702831493512
"2",0.000202620480020366,0.00172047046173408,0.0104354164456639,0.00198914988392629,0.00431529794668879,0.00163124897377922,0.0028649109992462
"3",0.000200750322735564,0.00178994249363532,0.0106305988105248,0.00216939632330524,0.00461609120420937,0.00164498279391651,0.00291703755011953
"4",0.000202406130751836,0.00177084818166219,0.0105066078332265,0.00198615409697445,0.00441831283069317,0.00161826076744313,0.00290298140758207
"5",0.000200912908377834,0.00179644021189736,0.0104231784502016,0.00183154974877438,0.00431270462925252,0.00169211964534931,0.00292789054921049
"6",0.000200304556738511,0.00176827267192653,0.0107714939186228,0.00227595687491585,0.00468852898491527,0.00175296398102827,0.0027797304070942
"7",0.000201308924206338,0.0017501573460342,0.0106320551127457,0.00219028077607998,0.0046503716867599,0.00171527948271495,0.00271562154785063
"8",0.000202221279963723,0.00176689333637451,0.0105438009097696,0.00192853000795816,0.00437909227683085,0.00165817378489053,0.00289119625749486
"9",0.000200303418030318,0.00185313261544704,0.0103962302931544,0.001780602290644,0.00433654223632402,0.001651252628263,0.0029087798349163
"10",0.000201835139456286,0.00175986621250397,0.0106011096629023,0.0021820437460591,0.0046677304760375,0.00178665453953826,0.002773953553711
"11",0.000203265194534035,0.00186117008063034,0.0103871318400272,0.00174360808873521,0.00434716694065954,0.00170108107214901,0.00287803493273962
"12",0.000200139090458919,0.00181630550883642,0.0103064970350541,0.00183556106997502,0.00430285644319375,0.00168976019576927,0.00291873229633584
"13",0.000200322898844415,0.00175954371095346,0.0105244340846099,0.00223252466147826,0.00477816815431357,0.00174395840896779,0.00276909652339353
"14",0.000200837003863365,0.00174383041880345,0.0107205824563483,0.00217678085280008,0.00465359345294339,0.0017403201989426,0.0027126457223105
"15",0.000201032138565197,0.00175664558665614,0.0105692346419582,0.00210495736020616,0.00454502156683212,0.00167244484437251,0.00287739521783241
"16",0.000201951147623356,0.00172483717322338,0.0104605691002306,0.00202622698772808,0.00431365537048671,0.00166575189498258,0.00285957640689461
"17",0.000200265772707803,0.00174157770533827,0.0105741534309124,0.00225394330595512,0.00469917825274032,0.00174003244875322,0.00286965898778185
"18",0.00019973090723214,0.00183717198269061,0.0106096082960939,0.00178211579410015,0.00428908771407582,0.00161601965401861,0.00291771498336035
"19",0.000201090390986644,0.00185448895471229,0.0104966007187216,0.00173593546139121,0.00431338960745284,0.00161029487183121,0.00295055399170994
"20",0.000201640117997032,0.00178873242192113,0.0106100534711924,0.00187271165787381,0.00433832448434465,0.00166988274840104,0.00289869115242094
"21",0.000200452957498895,0.00182663314792658,0.0102955885588026,0.00180952658913333,0.0042628394706429,0.00169255580582554,0.0028873249104881
"22",0.000200362480552581,0.0017760758924555,0.01056574441842,0.00220105854837947,0.00458108817662683,0.00183611154602424,0.00271429973138517
"23",0.000200311004415378,0.00186111491534926,0.0104398089720656,0.00175977063446255,0.00430703912563361,0.00168460069078176,0.0029405727204491
"24",0.00020034472554077,0.00175948412376332,0.010540692129239,0.00223175074622469,0.00477823377017627,0.00174183169529628,0.00277029032347523
"25",0.000200125398038193,0.00175647172060233,0.0104684726030731,0.00224643178819997,0.00476898769727829,0.00174088655348909,0.00282516082083245
"26",0.00020065486031106,0.00182623127783623,0.0104069689913649,0.00175611350013481,0.00431981500165642,0.00166441362044883,0.0029308013864153
"27",0.000200774969985118,0.00175791273750217,0.0106982600272308,0.00220328092544197,0.00457032310238912,0.00181865602363535,0.00272053789782815
"28",0.000202325033666034,0.00178756784678439,0.0105767213806127,0.00197738510561119,0.00443243286851235,0.00163882157199046,0.00286429167262721
"29",0.000201278187662979,0.00174198015292843,0.0104266900135981,0.00229410249988539,0.00473897866382032,0.00176749850216364,0.00283337498899872
"30",0.000202083142503418,0.00182518208856803,0.0104789905496195,0.00178450777403616,0.004296026792656,0.00170516379559854,0.00292590199232098
"31",0.0002006980774714,0.00176483122312783,0.0107581687925647,0.00223567170676035,0.00457018457087941,0.00172542426005773,0.00275914874073782
"32",0.000202529316792876,0.00178171619380482,0.010540972337207,0.00199244254331246,0.00442442762806195,0.00163394919255622,0.00285965308285068
"33",0.000202957756508325,0.00183556227915303,0.0104462739935849,0.00176978773725967,0.00431541031053693,0.00170786065180849,0.00294115613051923
"34",0.000200175775996395,0.00185816142786205,0.0104245587651195,0.00172717599867879,0.00428403269556973,0.00159723406383559,0.00290282720771015
"35",0.000200754014181929,0.00178612360701736,0.0106735840389479,0.00216291342853526,0.00461499469837391,0.00166977924678092,0.00290049238048837
"36",0.00020053874559722,0.0018530191746234,0.0104259913627233,0.0017729057590707,0.00435386393804283,0.00163112586606849,0.00292527882825583
"37",0.000201382029893688,0.00177477492454546,0.0104832247456936,0.00222875273162414,0.0047331694668417,0.0017428850131127,0.00284200804728126
"38",0.00020052713882138,0.00176700515583341,0.0107577289066771,0.00228835770808908,0.00465250564700837,0.00174657865167782,0.00278786471813932
"39",0.000200836066795832,0.00186281430404471,0.0103537890527022,0.00170273512612655,0.00432414043895342,0.00160134282942205,0.00292641312549954
"40",0.000201286371315928,0.00172650454377856,0.0105343340312589,0.00203540870055224,0.00437722679628971,0.00167673335124347,0.00292615730704651
"41",0.000201316315264391,0.00174801157407995,0.0105782044201263,0.00221062415361827,0.0046953101087702,0.00177534621270155,0.00274590944664192
"42",0.000200615637808489,0.00185944801859266,0.0106139089893235,0.00177057804658678,0.00439657307286853,0.00166316148727306,0.00294229680146397
"43",0.000201397610722901,0.00173849915157883,0.0105494746259542,0.00231864786319778,0.00472894350446765,0.00175193324214394,0.00282546436136424
"44",0.000200899893424786,0.00186941154040944,0.0104053096243748,0.00169157043026235,0.00431802008936392,0.00158738646156721,0.00291659340347467
"45",0.00020120184679664,0.00173639225830033,0.010447740742677,0.00229642677152585,0.00472861313342488,0.00176159939852071,0.00284020321646629
"46",0.000201505983338688,0.00178896507058186,0.0105407371059814,0.00186897037531883,0.00434293287851953,0.00167372770579198,0.0028825226702541
"47",0.000201024943898012,0.00187290840759769,0.0104165273560238,0.00171948350089434,0.00428267294783144,0.00159466902177994,0.00293476438519432
