"","V1","V2","V3","V4","V5","V6","V7"
"1",0.408638789040715,0.509581606159029,0.899668277462826,0.663972325245676,0.509783572662407,0.180052454360688,0.26813015064501
"2",0.407894748480484,0.50938237518323,0.899597776423464,0.663849607293534,0.510185985392147,0.179950936871209,0.269501623735877
"3",0.407589476367812,0.509059018927981,0.899365429149564,0.663318934816101,0.509992819196949,0.179708020231962,0.26808712293631
"4",0.407313380849414,0.509425044653982,0.899549703526798,0.663888188819772,0.51058347306973,0.179999498694516,0.269554924226951
"5",0.408331495284749,0.509791142614383,0.899602906056611,0.664167607239692,0.51006824475439,0.180040257836642,0.268652131510742
"6",0.406506305633502,0.51035742793179,0.899050557533512,0.663977553705063,0.509765677236022,0.179983615742062,0.270117059815488
"7",0.406901769097403,0.509876699394094,0.899102011702479,0.663756939593881,0.50928707498162,0.179966523892055,0.270235834893284
"8",0.407661903937237,0.50964813831529,0.8995716197757,0.663946020263338,0.51023067055801,0.180047504432873,0.269013264793053
"9",0.409439865705694,0.509484763477387,0.900045405765743,0.664947864034522,0.509611624694894,0.179742294794984,0.266966345975199
"10",0.407657083831711,0.509888523539275,0.899267771052384,0.663801495824736,0.509719916406425,0.179793870339839,0.269154165276836
"11",0.408988988755061,0.509573533509387,0.899610324107752,0.663931652567998,0.510159843600823,0.180050887537813,0.269263528219013
"12",0.408613054218853,0.509650924799165,0.899822991372571,0.664170652261895,0.510010577094732,0.179880947770923,0.268111382352164
"13",0.406132989024486,0.510787578642658,0.899028404268929,0.664120819390949,0.50985412458153,0.180148914586012,0.271538756182817
"14",0.407305290718501,0.509834604280752,0.899118363049819,0.663844062367435,0.509419401258255,0.179918825148012,0.270537729251824
"15",0.407685410083898,0.508883713366976,0.899423639318982,0.663480897185821,0.510068960530235,0.179711397811048,0.268582610571213
"16",0.408147484949864,0.509287253191033,0.899633848508917,0.663801995745736,0.510312695969066,0.179929394352514,0.269582332794826
